ASSERTION	AAECAAMEAAAAAAAAwFhA
ASSERTION	AAEDAAEBAwAAAAAAAHCnQA==
RUN	parabank.state.StateLoad	stateload	1760300927123	 	3.3.1
REQUEST	132		Accounts	1760300928162	1760300931966	OK	 
USER	Carga de Estados de cuentas	132	END	1760300928161	1760300931967
REQUEST	146		Accounts	1760300928163	1760300931973	OK	 
USER	Carga de Estados de cuentas	146	END	1760300928162	1760300931974
REQUEST	120		Accounts	1760300928161	1760300931974	OK	 
USER	Carga de Estados de cuentas	120	END	1760300928161	1760300931975
REQUEST	54		Accounts	1760300928159	1760300931975	OK	 
USER	Carga de Estados de cuentas	54	END	1760300928158	1760300931975
REQUEST	75		Accounts	1760300928164	1760300931980	OK	 
REQUEST	174		Accounts	1760300928168	1760300931981	OK	 
USER	Carga de Estados de cuentas	75	END	1760300928159	1760300931981
REQUEST	141		Accounts	1760300928164	1760300931981	OK	 
USER	Carga de Estados de cuentas	174	END	1760300928164	1760300931981
USER	Carga de Estados de cuentas	141	END	1760300928162	1760300931981
REQUEST	109		Accounts	1760300928161	1760300931983	OK	 
USER	Carga de Estados de cuentas	109	END	1760300928161	1760300931984
REQUEST	157		Accounts	1760300928163	1760300931985	OK	 
USER	Carga de Estados de cuentas	157	END	1760300928163	1760300931985
REQUEST	187		Accounts	1760300928165	1760300931988	OK	 
USER	Carga de Estados de cuentas	187	END	1760300928164	1760300931989
REQUEST	68		Accounts	1760300928159	1760300931991	OK	 
REQUEST	190		Accounts	1760300928165	1760300931992	OK	 
USER	Carga de Estados de cuentas	68	END	1760300928159	1760300931992
USER	Carga de Estados de cuentas	190	END	1760300928164	1760300931993
REQUEST	184		Accounts	1760300928164	1760300931996	OK	 
USER	Carga de Estados de cuentas	184	END	1760300928164	1760300931997
REQUEST	63		Accounts	1760300928159	1760300931998	OK	 
USER	Carga de Estados de cuentas	63	END	1760300928159	1760300931998
REQUEST	60		Accounts	1760300928159	1760300931998	OK	 
USER	Carga de Estados de cuentas	60	END	1760300928159	1760300931999
REQUEST	88		Accounts	1760300928161	1760300932000	OK	 
USER	Carga de Estados de cuentas	88	END	1760300928160	1760300932000
REQUEST	124		Accounts	1760300928161	1760300932004	OK	 
USER	Carga de Estados de cuentas	124	END	1760300928161	1760300932004
REQUEST	167		Accounts	1760300928164	1760300932007	OK	 
USER	Carga de Estados de cuentas	167	END	1760300928164	1760300932007
REQUEST	93		Accounts	1760300928160	1760300932007	OK	 
USER	Carga de Estados de cuentas	93	END	1760300928160	1760300932008
REQUEST	140		Accounts	1760300928162	1760300932012	OK	 
USER	Carga de Estados de cuentas	140	END	1760300928162	1760300932013
REQUEST	196		Accounts	1760300928165	1760300932013	OK	 
USER	Carga de Estados de cuentas	196	END	1760300928165	1760300932013
REQUEST	90		Accounts	1760300928160	1760300932014	OK	 
USER	Carga de Estados de cuentas	90	END	1760300928160	1760300932014
REQUEST	10		Accounts	1760300928156	1760300932017	OK	 
USER	Carga de Estados de cuentas	10	END	1760300928122	1760300932018
REQUEST	50		Accounts	1760300928158	1760300932024	OK	 
USER	Carga de Estados de cuentas	50	END	1760300928158	1760300932025
REQUEST	36		Accounts	1760300928156	1760300932025	OK	 
USER	Carga de Estados de cuentas	36	END	1760300928129	1760300932026
REQUEST	79		Accounts	1760300928160	1760300932028	OK	 
USER	Carga de Estados de cuentas	79	END	1760300928159	1760300932028
REQUEST	164		Accounts	1760300928164	1760300932028	OK	 
USER	Carga de Estados de cuentas	164	END	1760300928163	1760300932029
REQUEST	15		Accounts	1760300928169	1760300932031	OK	 
USER	Carga de Estados de cuentas	15	END	1760300928123	1760300932032
REQUEST	92		Accounts	1760300928160	1760300932037	OK	 
USER	Carga de Estados de cuentas	92	END	1760300928160	1760300932038
REQUEST	118		Accounts	1760300928161	1760300932041	OK	 
USER	Carga de Estados de cuentas	118	END	1760300928161	1760300932042
REQUEST	138		Accounts	1760300928162	1760300932043	OK	 
USER	Carga de Estados de cuentas	138	END	1760300928162	1760300932044
REQUEST	6		Accounts	1760300928155	1760300932045	OK	 
USER	Carga de Estados de cuentas	6	END	1760300928121	1760300932045
REQUEST	178		Accounts	1760300928166	1760300932046	OK	 
USER	Carga de Estados de cuentas	178	END	1760300928164	1760300932046
REQUEST	152		Accounts	1760300928163	1760300932049	OK	 
USER	Carga de Estados de cuentas	152	END	1760300928163	1760300932050
REQUEST	74		Accounts	1760300928160	1760300932051	OK	 
REQUEST	57		Accounts	1760300928160	1760300932051	OK	 
USER	Carga de Estados de cuentas	74	END	1760300928159	1760300932051
USER	Carga de Estados de cuentas	57	END	1760300928158	1760300932052
REQUEST	47		Accounts	1760300928158	1760300932056	OK	 
USER	Carga de Estados de cuentas	47	END	1760300928130	1760300932057
REQUEST	33		Accounts	1760300928155	1760300932059	OK	 
REQUEST	56		Accounts	1760300928159	1760300932059	OK	 
USER	Carga de Estados de cuentas	33	END	1760300928129	1760300932060
USER	Carga de Estados de cuentas	56	END	1760300928158	1760300932060
REQUEST	13		Accounts	1760300928169	1760300932061	OK	 
REQUEST	125		Accounts	1760300928162	1760300932061	OK	 
USER	Carga de Estados de cuentas	13	END	1760300928123	1760300932062
REQUEST	158		Accounts	1760300928163	1760300932062	OK	 
USER	Carga de Estados de cuentas	125	END	1760300928161	1760300932062
USER	Carga de Estados de cuentas	158	END	1760300928163	1760300932062
REQUEST	175		Accounts	1760300928164	1760300932071	OK	 
USER	Carga de Estados de cuentas	175	END	1760300928164	1760300932072
REQUEST	182		Accounts	1760300928164	1760300932073	OK	 
USER	Carga de Estados de cuentas	182	END	1760300928164	1760300932074
REQUEST	86		Accounts	1760300928160	1760300932114	OK	 
USER	Carga de Estados de cuentas	86	END	1760300928160	1760300932114
REQUEST	159		Accounts	1760300928163	1760300932118	OK	 
USER	Carga de Estados de cuentas	159	END	1760300928163	1760300932118
REQUEST	173		Accounts	1760300928164	1760300932119	OK	 
USER	Carga de Estados de cuentas	173	END	1760300928164	1760300932119
REQUEST	122		Accounts	1760300928161	1760300932122	OK	 
USER	Carga de Estados de cuentas	122	END	1760300928161	1760300932122
REQUEST	172		Accounts	1760300928164	1760300932124	OK	 
USER	Carga de Estados de cuentas	172	END	1760300928164	1760300932124
REQUEST	150		Accounts	1760300928163	1760300932127	OK	 
USER	Carga de Estados de cuentas	150	END	1760300928162	1760300932127
REQUEST	22		Accounts	1760300928158	1760300932129	OK	 
USER	Carga de Estados de cuentas	22	END	1760300928127	1760300932129
REQUEST	113		Accounts	1760300928161	1760300932129	OK	 
USER	Carga de Estados de cuentas	113	END	1760300928161	1760300932129
REQUEST	106		Accounts	1760300928161	1760300932131	OK	 
USER	Carga de Estados de cuentas	106	END	1760300928161	1760300932131
REQUEST	89		Accounts	1760300928160	1760300932140	OK	 
USER	Carga de Estados de cuentas	89	END	1760300928160	1760300932140
REQUEST	66		Accounts	1760300928159	1760300932141	OK	 
USER	Carga de Estados de cuentas	66	END	1760300928159	1760300932141
REQUEST	116		Accounts	1760300928161	1760300935963	OK	 
USER	Carga de Estados de cuentas	116	END	1760300928161	1760300935964
REQUEST	130		Accounts	1760300928166	1760300935967	OK	 
USER	Carga de Estados de cuentas	130	END	1760300928161	1760300935968
REQUEST	58		Accounts	1760300928159	1760300935968	OK	 
USER	Carga de Estados de cuentas	58	END	1760300928158	1760300935969
REQUEST	114		Accounts	1760300928161	1760300935973	OK	 
REQUEST	4		Accounts	1760300928156	1760300935973	OK	 
USER	Carga de Estados de cuentas	114	END	1760300928161	1760300935973
USER	Carga de Estados de cuentas	4	END	1760300928121	1760300935973
REQUEST	186		Accounts	1760300928164	1760300935980	OK	 
USER	Carga de Estados de cuentas	186	END	1760300928164	1760300935981
REQUEST	82		Accounts	1760300928160	1760300935981	OK	 
USER	Carga de Estados de cuentas	82	END	1760300928160	1760300935982
REQUEST	26		Accounts	1760300928169	1760300935982	OK	 
USER	Carga de Estados de cuentas	26	END	1760300928128	1760300935982
REQUEST	94		Accounts	1760300928160	1760300935982	OK	 
USER	Carga de Estados de cuentas	94	END	1760300928160	1760300935983
REQUEST	31		Accounts	1760300928156	1760300935985	OK	 
USER	Carga de Estados de cuentas	31	END	1760300928128	1760300935985
REQUEST	170		Accounts	1760300928164	1760300935986	OK	 
USER	Carga de Estados de cuentas	170	END	1760300928164	1760300935986
REQUEST	162		Accounts	1760300928164	1760300935992	OK	 
REQUEST	188		Accounts	1760300928165	1760300935992	OK	 
REQUEST	155		Accounts	1760300928163	1760300935992	OK	 
USER	Carga de Estados de cuentas	162	END	1760300928163	1760300935993
USER	Carga de Estados de cuentas	188	END	1760300928164	1760300935994
USER	Carga de Estados de cuentas	155	END	1760300928163	1760300935994
REQUEST	18		Accounts	1760300928167	1760300935996	OK	 
REQUEST	34		Accounts	1760300928169	1760300935996	OK	 
USER	Carga de Estados de cuentas	34	END	1760300928129	1760300935996
USER	Carga de Estados de cuentas	18	END	1760300928124	1760300935996
REQUEST	28		Accounts	1760300928160	1760300935997	OK	 
USER	Carga de Estados de cuentas	28	END	1760300928128	1760300935998
REQUEST	127		Accounts	1760300928167	1760300936002	OK	 
USER	Carga de Estados de cuentas	127	END	1760300928166	1760300936003
REQUEST	154		Accounts	1760300928163	1760300936055	OK	 
USER	Carga de Estados de cuentas	154	END	1760300928163	1760300936056
REQUEST	156		Accounts	1760300928163	1760300936058	OK	 
USER	Carga de Estados de cuentas	156	END	1760300928163	1760300936059
REQUEST	194		Accounts	1760300928165	1760300936061	OK	 
REQUEST	62		Accounts	1760300928159	1760300936069	OK	 
USER	Carga de Estados de cuentas	62	END	1760300928159	1760300936080
USER	Carga de Estados de cuentas	194	END	1760300928165	1760300936080
REQUEST	98		Accounts	1760300928160	1760300936080	OK	 
USER	Carga de Estados de cuentas	98	END	1760300928160	1760300936080
REQUEST	111		Accounts	1760300928161	1760300936162	OK	 
USER	Carga de Estados de cuentas	111	END	1760300928161	1760300936163
REQUEST	145		Accounts	1760300928162	1760300936165	OK	 
REQUEST	2		Accounts	1760300928156	1760300936165	OK	 
USER	Carga de Estados de cuentas	145	END	1760300928162	1760300936165
USER	Carga de Estados de cuentas	2	END	1760300928121	1760300936165
REQUEST	24		Accounts	1760300928169	1760300936169	OK	 
USER	Carga de Estados de cuentas	24	END	1760300928127	1760300936170
REQUEST	95		Accounts	1760300928160	1760300936171	OK	 
USER	Carga de Estados de cuentas	95	END	1760300928160	1760300936172
REQUEST	143		Accounts	1760300928162	1760300936172	OK	 
USER	Carga de Estados de cuentas	143	END	1760300928162	1760300936172
REQUEST	191		Accounts	1760300928165	1760300936177	OK	 
USER	Carga de Estados de cuentas	191	END	1760300928164	1760300936178
