ASSERTION	AAEDAAEBAQAAAAAAAHCnQA==
ASSERTION	AAECAAIBAAAAAAAAAPA/
RUN	parabank.payment.Payment	payment	1760300941581	 	3.3.1
USER	make payments simultaneously	168	END	1760300942649	1760300946729
USER	make payments simultaneously	85	END	1760300942645	1760300946729
USER	make payments simultaneously	159	END	1760300942648	1760300946729
USER	make payments simultaneously	155	END	1760300942648	1760300946729
USER	make payments simultaneously	31	END	1760300942614	1760300946729
USER	make payments simultaneously	184	END	1760300942649	1760300946730
USER	make payments simultaneously	94	END	1760300942646	1760300946730
USER	make payments simultaneously	100	END	1760300942646	1760300946751
USER	make payments simultaneously	71	END	1760300942645	1760300946751
USER	make payments simultaneously	105	END	1760300942646	1760300946751
USER	make payments simultaneously	190	END	1760300942650	1760300946751
USER	make payments simultaneously	45	END	1760300942616	1760300946751
USER	make payments simultaneously	185	END	1760300942650	1760300946751
USER	make payments simultaneously	52	END	1760300942644	1760300946751
USER	make payments simultaneously	7	END	1760300942607	1760300946751
USER	make payments simultaneously	156	END	1760300942648	1760300946751
USER	make payments simultaneously	22	END	1760300942612	1760300946752
USER	make payments simultaneously	158	END	1760300942648	1760300946752
USER	make payments simultaneously	148	END	1760300942648	1760300946752
USER	make payments simultaneously	123	END	1760300942647	1760300946752
USER	make payments simultaneously	169	END	1760300942649	1760300946752
REQUEST	164		payment	1760300942649	1760300946752	OK	 
USER	make payments simultaneously	164	END	1760300942649	1760300946753
REQUEST	150		payment	1760300942648	1760300946754	OK	 
USER	make payments simultaneously	150	END	1760300942648	1760300946754
REQUEST	18		payment	1760300942642	1760300946755	OK	 
USER	make payments simultaneously	18	END	1760300942611	1760300946755
REQUEST	44		payment	1760300942642	1760300946760	OK	 
USER	make payments simultaneously	44	END	1760300942616	1760300946760
REQUEST	117		payment	1760300942647	1760300946786	OK	 
REQUEST	20		payment	1760300942644	1760300946786	OK	 
REQUEST	89		payment	1760300942649	1760300946786	OK	 
REQUEST	77		payment	1760300942645	1760300946787	OK	 
REQUEST	73		payment	1760300942646	1760300946787	OK	 
USER	make payments simultaneously	20	END	1760300942612	1760300946787
USER	make payments simultaneously	117	END	1760300942647	1760300946787
USER	make payments simultaneously	77	END	1760300942645	1760300946787
USER	make payments simultaneously	89	END	1760300942646	1760300946787
USER	make payments simultaneously	73	END	1760300942645	1760300946788
REQUEST	110		payment	1760300942647	1760300946788	OK	 
USER	make payments simultaneously	110	END	1760300942646	1760300946789
REQUEST	200		payment	1760300942650	1760300946792	OK	 
USER	make payments simultaneously	200	END	1760300942650	1760300946793
REQUEST	91		payment	1760300942651	1760300946793	OK	 
USER	make payments simultaneously	91	END	1760300942646	1760300946794
REQUEST	59		payment	1760300942645	1760300946795	OK	 
REQUEST	182		payment	1760300942650	1760300946796	OK	 
USER	make payments simultaneously	59	END	1760300942645	1760300946796
USER	make payments simultaneously	182	END	1760300942649	1760300946797
REQUEST	141		payment	1760300942648	1760300946813	OK	 
USER	make payments simultaneously	141	END	1760300942648	1760300946814
REQUEST	109		payment	1760300942647	1760300946827	OK	 
USER	make payments simultaneously	109	END	1760300942646	1760300946829
REQUEST	24		payment	1760300942643	1760300947451	OK	 
USER	make payments simultaneously	24	END	1760300942613	1760300947453
REQUEST	144		payment	1760300942648	1760300950441	OK	 
USER	make payments simultaneously	144	END	1760300942648	1760300950442
REQUEST	152		payment	1760300942649	1760300950445	OK	 
USER	make payments simultaneously	152	END	1760300942648	1760300950446
REQUEST	56		payment	1760300942645	1760300950450	OK	 
USER	make payments simultaneously	56	END	1760300942644	1760300950451
REQUEST	178		payment	1760300942650	1760300950453	OK	 
USER	make payments simultaneously	178	END	1760300942649	1760300950455
REQUEST	120		payment	1760300942647	1760300950461	OK	 
USER	make payments simultaneously	120	END	1760300942647	1760300950462
REQUEST	146		payment	1760300942648	1760300950465	OK	 
REQUEST	137		payment	1760300942648	1760300950466	OK	 
REQUEST	84		payment	1760300942646	1760300950466	OK	 
USER	make payments simultaneously	146	END	1760300942648	1760300950467
USER	make payments simultaneously	137	END	1760300942648	1760300950467
USER	make payments simultaneously	84	END	1760300942645	1760300950468
REQUEST	149		payment	1760300942648	1760300950481	OK	 
USER	make payments simultaneously	149	END	1760300942648	1760300950482
REQUEST	63		payment	1760300942645	1760300950493	OK	 
REQUEST	181		payment	1760300942650	1760300950493	OK	 
USER	make payments simultaneously	181	END	1760300942649	1760300950495
USER	make payments simultaneously	63	END	1760300942645	1760300950495
REQUEST	112		payment	1760300942647	1760300950495	OK	 
USER	make payments simultaneously	112	END	1760300942646	1760300950496
REQUEST	86		payment	1760300942647	1760300950497	OK	 
USER	make payments simultaneously	86	END	1760300942645	1760300950498
REQUEST	10		payment	1760300942642	1760300950500	OK	 
USER	make payments simultaneously	10	END	1760300942607	1760300950501
REQUEST	116		payment	1760300942647	1760300950506	OK	 
REQUEST	25		payment	1760300942643	1760300950507	OK	 
USER	make payments simultaneously	116	END	1760300942647	1760300950507
USER	make payments simultaneously	25	END	1760300942613	1760300950508
REQUEST	95		payment	1760300942651	1760300950511	OK	 
USER	make payments simultaneously	95	END	1760300942646	1760300950512
REQUEST	196		payment	1760300942650	1760300950513	OK	 
USER	make payments simultaneously	196	END	1760300942650	1760300950514
REQUEST	88		payment	1760300942648	1760300950514	OK	 
USER	make payments simultaneously	88	END	1760300942646	1760300950514
REQUEST	50		payment	1760300942645	1760300950516	OK	 
USER	make payments simultaneously	50	END	1760300942644	1760300950516
REQUEST	138		payment	1760300942648	1760300950531	OK	 
USER	make payments simultaneously	138	END	1760300942648	1760300950532
REQUEST	191		payment	1760300942650	1760300950533	OK	 
USER	make payments simultaneously	191	END	1760300942650	1760300950534
REQUEST	118		payment	1760300942647	1760300950562	OK	 
USER	make payments simultaneously	118	END	1760300942647	1760300950563
REQUEST	78		payment	1760300942646	1760300950565	OK	 
USER	make payments simultaneously	78	END	1760300942645	1760300950565
REQUEST	121		payment	1760300942647	1760300950576	OK	 
USER	make payments simultaneously	121	END	1760300942647	1760300950577
REQUEST	80		payment	1760300942651	1760300950578	OK	 
REQUEST	153		payment	1760300942649	1760300950584	OK	 
USER	make payments simultaneously	153	END	1760300942648	1760300950585
USER	make payments simultaneously	80	END	1760300942645	1760300950589
REQUEST	174		payment	1760300942649	1760300950590	OK	 
USER	make payments simultaneously	174	END	1760300942649	1760300950590
REQUEST	82		payment	1760300942646	1760300950595	OK	 
USER	make payments simultaneously	82	END	1760300942645	1760300950595
REQUEST	180		payment	1760300942649	1760300950597	OK	 
USER	make payments simultaneously	180	END	1760300942649	1760300950597
REQUEST	14		payment	1760300942644	1760300950598	OK	 
USER	make payments simultaneously	14	END	1760300942611	1760300950598
REQUEST	106		payment	1760300942646	1760300950607	OK	 
USER	make payments simultaneously	106	END	1760300942646	1760300950607
REQUEST	42		payment	1760300942643	1760300950607	OK	 
USER	make payments simultaneously	42	END	1760300942616	1760300950608
REQUEST	54		payment	1760300942645	1760300950621	OK	 
USER	make payments simultaneously	54	END	1760300942644	1760300950622
